date	location	variant	median_I_smooth	I_smooth_upper_95	I_smooth_lower_95	I_smooth_upper_80	I_smooth_lower_80	I_smooth_upper_50	I_smooth_lower_50	median_freq
2024-05-22	USA	24A	1.0659966	1.4242588	0.7890613	1.2971456	0.87775385	1.1809034	0.9663168	0.41133595
2024-05-23	USA	24A	1.1292126	1.5084226	0.83626324	1.3737056	0.9299977	1.250385	1.0239033	0.41119847
2024-05-24	USA	24A	0.9723042	1.2875916	0.7234006	1.1754496	0.8019392	1.0726144	0.8824271	0.40859526
2024-05-25	USA	24A	0.75392747	0.9860692	0.566852	0.9029076	0.62568206	0.82865506	0.68678975	0.40358964
2024-05-26	USA	24A	0.6827643	0.887659	0.51840657	0.81251377	0.5700619	0.7476547	0.623052	0.4001903
2024-05-27	USA	24A	0.6498183	0.84292334	0.49554238	0.7720711	0.5440176	0.7110968	0.5946674	0.3981067
2024-05-28	USA	24A	0.5887166	0.76154417	0.45152035	0.6972407	0.49378407	0.64356965	0.53900725	0.3954737
2024-05-29	USA	24A	0.5230745	0.6750031	0.40290082	0.6177957	0.44086024	0.5708661	0.47967747	0.3921377
2024-05-30	USA	24A	0.47856468	0.6150326	0.3696217	0.56346875	0.40385523	0.5215019	0.43945098	0.3888954
2024-05-31	USA	24A	0.44581234	0.5708949	0.34511778	0.5241325	0.37759346	0.48543823	0.40981194	0.3860873
2024-06-01	USA	24A	0.41377306	0.52893364	0.32215592	0.4854848	0.35198712	0.45035475	0.3812288	0.38334483
2024-06-02	USA	24A	0.3844098	0.49100164	0.3002409	0.45027506	0.32779065	0.41818547	0.35427326	0.38038415
2024-06-03	USA	24A	0.36045122	0.45883825	0.2814549	0.42106894	0.30710834	0.39159024	0.33194813	0.3773998
2024-06-04	USA	24A	0.34049195	0.43314803	0.26601395	0.39708775	0.29026636	0.36956435	0.31346738	0.37449688
2024-06-05	USA	24A	0.32286316	0.4093785	0.2525626	0.37595806	0.27554572	0.34996748	0.29696703	0.3716851
2024-06-06	USA	24A	0.3069872	0.38871118	0.24005693	0.35704866	0.26229906	0.33262116	0.28278643	0.3688825
2024-06-07	USA	24A	0.2932551	0.3712745	0.22954875	0.34052584	0.2510277	0.3177292	0.27058846	0.36603132
2024-06-08	USA	24A	0.28172028	0.35610425	0.2212624	0.3268019	0.24128026	0.3050444	0.26007843	0.36328804
2024-06-09	USA	24A	0.2716807	0.3431505	0.21395375	0.31475073	0.23287958	0.29412192	0.25073087	0.3605048
2024-06-10	USA	24A	0.26268613	0.3316514	0.20760368	0.30367303	0.22546645	0.28446114	0.24263135	0.3577537
2024-06-11	USA	24A	0.2551188	0.32184303	0.20202468	0.29459593	0.21898684	0.2762323	0.2355515	0.35497516
2024-06-12	USA	24A	0.24846908	0.3132677	0.19719282	0.28695193	0.21363288	0.26909155	0.22974838	0.35223448
2024-06-13	USA	24A	0.2428169	0.3057616	0.19322325	0.2805789	0.20924036	0.2630068	0.2248303	0.34947145
