date	location	variant	median_r	r_upper_95	r_lower_95	r_upper_80	r_lower_80	r_upper_50	r_lower_50	median_freq
2024-05-22	USA	24A	nan	nan	nan	nan	nan	nan	nan	0.41133595
2024-05-23	USA	24A	0.057557106	0.058290504	0.056777	0.05803022	0.057066917	0.05779481	0.057299376	0.41119847
2024-05-24	USA	24A	-0.15063906	-0.1372616	-0.16507399	-0.14197072	-0.15968724	-0.14627337	-0.15540242	0.40859526
2024-05-25	USA	24A	-0.254642	-0.22914913	-0.28329164	-0.23802815	-0.2725316	-0.24625564	-0.2640648	0.40358964
2024-05-26	USA	24A	-0.09948635	-0.08390923	-0.11791146	-0.0891675	-0.11105871	-0.09428954	-0.105434656	0.4001903
2024-05-27	USA	24A	-0.048908234	-0.04088349	-0.05794554	-0.04366169	-0.054748915	-0.04621482	-0.051873684	0.3981067
2024-05-28	USA	24A	-0.09902096	-0.08850272	-0.11035409	-0.09219418	-0.10643549	-0.09557247	-0.10286355	0.3954737
2024-05-29	USA	24A	-0.11722326	-0.103789896	-0.13213047	-0.10846205	-0.12688923	-0.112811565	-0.12221098	0.3921377
2024-05-30	USA	24A	-0.089221954	-0.07734197	-0.10284555	-0.08143024	-0.09799967	-0.08519602	-0.093729496	0.3888954
2024-05-31	USA	24A	-0.070589066	-0.061048243	-0.08126788	-0.064380266	-0.07742605	-0.0673399	-0.07414913	0.3860873
2024-06-01	USA	24A	-0.07313633	-0.063950345	-0.08303418	-0.067174345	-0.07960157	-0.06997657	-0.07641673	0.38334483
2024-06-02	USA	24A	-0.07366943	-0.06420551	-0.08391555	-0.067508034	-0.08035555	-0.07036924	-0.07708001	0.38038415
2024-06-03	USA	24A	-0.065261364	-0.056178655	-0.07500658	-0.059352495	-0.07161369	-0.06209421	-0.068531275	0.3773998
2024-06-04	USA	24A	-0.05734253	-0.04910185	-0.066147804	-0.051915072	-0.0630887	-0.054474592	-0.0602808	0.37449688
2024-06-05	USA	24A	-0.053569317	-0.04584119	-0.061794378	-0.048448563	-0.05893154	-0.050893784	-0.056339502	0.3716851
2024-06-06	USA	24A	-0.050153255	-0.04269309	-0.05809767	-0.04526711	-0.0553627	-0.047554493	-0.052842855	0.3688825
2024-06-07	USA	24A	-0.04528761	-0.038127635	-0.052871205	-0.040615752	-0.050272178	-0.042767525	-0.047865868	0.36603132
2024-06-08	USA	24A	-0.040468693	-0.033596415	-0.047557045	-0.0360096	-0.04516554	-0.038066626	-0.042888403	0.36328804
2024-06-09	USA	24A	-0.03659773	-0.029994888	-0.04324918	-0.03227921	-0.040997885	-0.034251213	-0.038842678	0.3605048
2024-06-10	USA	24A	-0.033033848	-0.026612017	-0.039403986	-0.028824711	-0.037192155	-0.030755758	-0.035199642	0.3577537
2024-06-11	USA	24A	-0.02933073	-0.023071835	-0.03547101	-0.025218582	-0.03335123	-0.027127981	-0.03142953	0.35497516
2024-06-12	USA	24A	-0.025770187	-0.019741941	-0.031689763	-0.02172909	-0.029632663	-0.023637772	-0.027796984	0.35223448
2024-06-13	USA	24A	-0.022492886	-0.016668249	-0.028208112	-0.018585207	-0.026234055	-0.020458221	-0.024468899	0.34947145
