date	location	variant	sequences
2021-01-01	USA	other	774
2021-01-02	USA	other	1401
2021-01-03	USA	other	1472
2021-01-04	USA	other	4562
2021-01-05	USA	other	3969
2021-01-06	USA	other	2858
2021-01-07	USA	other	2496
2021-01-08	USA	other	2129
2021-01-09	USA	other	1958
2021-01-10	USA	other	1109
2021-01-11	USA	other	3163
2021-01-12	USA	other	3245
2021-01-13	USA	other	2918
2021-01-14	USA	other	3217
2021-01-15	USA	other	3109
2021-01-16	USA	other	2355
2021-01-17	USA	other	1572
2021-01-18	USA	other	2863
2021-01-19	USA	other	4080
2021-01-20	USA	other	2585
2021-01-21	USA	other	2569
2021-01-22	USA	other	1994
2021-01-23	USA	other	1132
2021-01-24	USA	other	1135
2021-01-25	USA	other	2376
2021-01-26	USA	other	2409
2021-01-27	USA	other	2755
2021-01-28	USA	other	2721
2021-01-29	USA	other	2086
2021-01-30	USA	other	1488
2021-01-31	USA	other	1562
2021-02-01	USA	other	3417
2021-02-02	USA	other	3727
2021-02-03	USA	other	3265
2021-02-04	USA	other	2468
2021-02-05	USA	other	2082
2021-02-06	USA	other	1344
2021-02-07	USA	other	1179
2021-02-08	USA	other	3043
2021-02-09	USA	other	3362
2021-02-10	USA	other	3127
2021-02-11	USA	other	2836
2021-02-12	USA	other	2116
2021-02-13	USA	other	1462
2021-02-14	USA	other	1172
2021-02-15	USA	other	2351
2021-02-16	USA	other	2500
2021-02-17	USA	other	2358
2021-02-18	USA	other	1917
2021-02-19	USA	other	1816
2021-02-20	USA	other	1468
2021-02-21	USA	other	1101
2021-02-22	USA	other	2543
2021-02-23	USA	other	2209
2021-02-24	USA	other	2344
2021-02-25	USA	other	2114
2021-02-26	USA	other	1894
2021-02-27	USA	other	1370
2021-02-28	USA	other	1043
2021-03-01	USA	other	2367
2021-03-02	USA	other	2446
2021-03-03	USA	other	2602
2021-03-04	USA	other	2389
2021-03-05	USA	other	1889
2021-03-06	USA	other	1362
2021-03-07	USA	other	1142
2021-03-08	USA	other	2434
2021-03-09	USA	other	2093
2021-03-10	USA	other	2134
2021-03-11	USA	other	1841
2021-03-12	USA	other	2196
2021-03-13	USA	other	1421
2021-03-14	USA	other	1089
2021-03-15	USA	other	2372
2021-03-16	USA	other	2332
2021-03-17	USA	other	2078
2021-03-18	USA	other	2076
2021-03-19	USA	other	1922
2021-03-20	USA	other	1394
2021-03-21	USA	other	1147
2021-03-22	USA	other	2292
2021-03-23	USA	other	1892
2021-03-24	USA	other	2085
2021-03-25	USA	other	1947
2021-03-26	USA	other	1546
2021-03-27	USA	other	1202
2021-03-28	USA	other	890
2021-03-29	USA	other	2095
2021-03-30	USA	other	1746
2021-03-31	USA	other	1715
2021-04-01	USA	other	1819
2021-04-02	USA	other	1577
2021-04-03	USA	other	1050
2021-04-04	USA	other	640
2021-04-05	USA	other	1759
2021-04-06	USA	other	1491
2021-04-07	USA	other	1565
2021-04-08	USA	other	1333
2021-04-09	USA	other	1391
2021-04-10	USA	other	983
2021-04-11	USA	other	766
2021-04-12	USA	other	1511
2021-04-13	USA	other	1325
2021-04-14	USA	other	1189
2021-04-15	USA	other	1129
2021-04-16	USA	other	1019
2021-04-17	USA	other	683
2021-04-18	USA	other	468
2021-04-19	USA	other	1111
2021-04-20	USA	other	933
2021-04-21	USA	other	833
2021-04-22	USA	other	845
2021-04-23	USA	other	715
2021-04-24	USA	other	451
2021-04-25	USA	other	362
2021-04-26	USA	other	865
2021-04-27	USA	other	794
2021-04-28	USA	other	698
2021-04-29	USA	other	734
2021-04-30	USA	other	662
2021-05-01	USA	other	417
2021-05-02	USA	other	286
2021-05-03	USA	other	783
2021-05-04	USA	other	573
2021-05-05	USA	other	648
2021-05-06	USA	other	556
